Total_strain,Slip_strain,Time,Slip Count,Creep,Elastic,Hygroexp,Number_of_fibers,Load,Moisture,Broken,Hygro_weighted,Plastic_like,Total_strain_norm,Slip_strain_norm
2.0273826,0.12732692,15.27,5454.0,0.14407395,1.5062172,0.2642283,39968.0,1.308403,0.5288698,0,0.2504443,1.7769382,0.47019777,0.029530112
2.0354524,0.12901221,15.38,5501.0,0.1451835,1.508534,0.26703265,39968.0,1.308403,0.5344835,0,0.25339308,1.7820594,0.47206935,0.029920971
2.0429306,0.13013,15.49,5533.0,0.14629105,1.5108631,0.26979434,39967.0,1.308403,0.5400119,0,0.25630945,1.7866211,0.47380373,0.03018021
2.0506063,0.13156073,15.6,5578.0,0.14739144,1.5131199,0.27251515,39967.0,1.308403,0.54545844,0,0.2591819,1.7914244,0.47558388,0.030512031
2.0580633,0.1327994,15.71,5616.0,0.14849155,1.5153826,0.2751967,39966.0,1.308403,0.55082643,0,0.26201352,1.7960497,0.47731334,0.030799309
2.0660684,0.1347318,15.82,5674.0,0.14958267,1.5175841,0.27784058,39966.0,1.308403,0.5561191,0,0.26481536,1.801253,0.4791699,0.031247478
2.0736263,0.13623554,15.93,5716.0,0.15066542,1.5197592,0.28044832,39966.0,1.308403,0.5613392,0,0.2675838,1.8060424,0.48092276,0.03159623
2.0817266,0.13834251,16.04,5780.0,0.15174556,1.5219091,0.28302124,39966.0,1.308403,0.56648976,0,0.27032006,1.8114065,0.4828014,0.032084886
2.0893033,0.14000016,16.15,5825.0,0.15282166,1.5240347,0.28556073,39966.0,1.308403,0.5715733,0,0.27302533,1.8162779,0.48455864,0.032469336
2.0966454,0.1415084,16.26,5866.0,0.15389268,1.5261368,0.2880681,39966.0,1.308403,0.5765925,0,0.27570072,1.8209445,0.48626143,0.03281913
2.10388,0.14297888,16.37,5914.0,0.15495649,1.5282162,0.2905445,39966.0,1.308403,0.58154976,0,0.2783473,1.8255326,0.4879393,0.03316017
