,Total_strain,Slip_strain,Time,Slip Count,Creep,Elastic,Hygroexp,Number_of_fibers,Load,Moisture,Broken,Hygro_weighted,Plastic_like
1678,0.35029826191078817,0.08673301776129626,163.51,29663.0,-0.0012585114250419905,-8.336311505936164e-18,0.2678638672760234,39529.0,0.0,0.5373724618904667,0,0.2656945701140777,0.08460369179671046
1679,0.3444144349106734,0.08673301776129626,163.6,29663.0,-0.0013229273475946824,-3.490778873513123e-17,0.26233858517954944,39529.0,0.0,0.5261986947039721,0,0.2599150334358025,0.0844994014748709
1680,0.3380114027903359,0.08673301776129626,163.69,29663.0,-0.0014039907241785452,-3.4794115976009754e-17,0.2564085299751415,39529.0,0.0,0.5142011440609562,0,0.25364136599770454,0.08437003679263139
1681,0.33256438848831094,0.08673301776129626,163.78,29663.0,-0.001455517579267911,4.626277723804914e-17,0.2512375836224992,39529.0,0.0,0.5037481317941201,0,0.24828605417933272,0.08427833430897821
1682,0.32665060517665695,0.08673301776129626,163.87,29663.0,-0.0015194661475754568,1.647233516061846e-18,0.2456997399479614,39529.0,0.0,0.4925483712836434,0,0.2424811573424052,0.08416944783425176
1683,0.3208061248188514,0.08673301776129626,163.96,29663.0,-0.0015811853902626752,-1.31382736935148e-17,0.24022158046702574,39529.0,0.0,0.4814698882102603,0,0.23674490101871193,0.08406122380013947
1684,0.31491891358578195,0.08673301776129626,164.05,29663.0,-0.0016439458879289942,1.0642457046525277e-16,0.2347148807041801,39529.0,0.0,0.47033313478996186,0,0.23096944347863868,0.08394947010714326
1685,0.3089546438057548,0.08673301776129626,164.14,29663.0,-0.00170907152173358,3.264512875012159e-18,0.229154440011403,39529.0,0.0,0.459086806270539,0,0.22512268530067855,0.08383195850507627
1686,0.3029729131934512,0.08673301776129626,164.23,29663.0,-0.0017749430627457827,-6.508800160579764e-17,0.22358822734188483,39529.0,0.0,0.4478285066032819,0,0.2192623079314629,0.08371060526198831
1687,0.2971099802786239,0.08673301776129626,164.32,29663.0,-0.0018370205128039065,1.9466924247782424e-17,0.21812038897692054,39529.0,0.0,0.43677016673424657,0,0.21351788242794345,0.08359209785068045
1688,0.2911949033930735,0.08673301776129626,164.41,29663.0,-0.00190040836865654,2.1024198303774724e-17,0.21261953813473292,39529.0,0.0,0.4256443934496221,0,0.2077255772336541,0.08346932615941943
1689,0.2852673889687516,0.08673301776129626,164.5,29663.0,-0.0019641950356654348,-5.804066037921187e-17,0.20711748012390577,39529.0,0.0,0.4145158996208878,0,0.20192423954994795,0.08334314941880364
1690,0.28059657135708077,0.08673301776129626,164.59,29663.0,-0.0019883803264086415,6.433082760992725e-18,0.20258871771714457,39529.0,0.0,0.4053657082520912,0,0.19732314337894352,0.08327342797813725
1691,0.2750171868592625,0.08673301776129626,164.68,29663.0,-0.0020397641459592997,-2.5656834402474966e-17,0.19738109695018033,39529.0,0.0,0.3948256916000532,0,0.19185434344004085,0.08316284341922167
1692,0.2707544092513107,0.08673301776129626,164.77,29663.0,-0.0020543163788770066,-7.679638483843957e-17,0.1932197104165425,39529.0,0.0,0.3864104355158586,0,0.18765010111967248,0.08310430813163824
1693,0.26666009240005845,0.08673301776129626,164.86,29663.0,-0.0020634240123922746,-2.235007493995085e-17,0.18921332901317384,39529.0,0.0,0.3783065571934541,0,0.1836043015954921,0.08305579080456635
1694,0.26288650177038275,0.08673301776129626,164.95,29663.0,-0.002063526400573606,-2.2304900120825605e-17,0.1854785105077936,39529.0,0.0,0.3707519076526347,0,0.17986446374042891,0.08302203802995384
1695,0.2593156692672609,0.08673301776129626,165.04,29663.0,-0.002058392266007381,3.498323947814713e-17,0.18192376688149398,39529.0,0.0,0.36356070279067737,0,0.17631802900240104,0.08299764026485987
1696,0.25593504117668614,0.08673301776129626,165.13,29663.0,-0.0020487426181489115,4.126835371472802e-17,0.1785387253724994,39529.0,0.0,0.35671219620468514,0,0.17295358909198175,0.0829814520847044
1697,0.25271865359410906,0.08673301776129626,165.22,29663.0,-0.002035530099552757,5.070327479520689e-17,0.17530247641589117,39529.0,0.0,0.3501641282885488,0,0.16974658700845843,0.08297206658565062
1698,0.2496504317221828,0.08673301776129626,165.31,29663.0,-0.0020193683639507316,9.490998350611836e-18,0.17220174577733038,39529.0,0.0,0.3438897329600639,0,0.16668186103776472,0.08296857068441807
1699,0.24671648362897527,0.08673301776129626,165.4,29663.0,-0.0020007647139619333,9.475801212372393e-18,0.16922495009199554,39529.0,0.0,0.3378656470594251,0,0.16374627407553458,0.0829702095534407
1700,0.24390525933669222,0.08673301776129626,165.49,29663.0,-0.001980132987163086,9.461216046179042e-18,0.16636234978729908,39529.0,0.0,0.33207222943405734,0,0.160928899972295,0.0829763593643972
1701,0.2412068313125908,0.08673301776129626,165.58,29663.0,-0.0019578216134323733,-6.298129485484643e-18,0.1636054976039048,39529.0,0.0,0.32649244477410705,0,0.1582203462091893,0.08298648510340151
1702,0.2386126118480173,0.08673301776129626,165.67,29663.0,-0.001934126284788256,-3.459021026078467e-17,0.16094702389359997,39529.0,0.0,0.32111143019096655,0,0.15561248991125196,0.08300012193676534
1703,0.2361150624052383,0.08673301776129626,165.76,29663.0,-0.0019093009425990262,-4.7103387894407506e-18,0.15838040982610138,39529.0,0.0,0.31591603753556763,0,0.1530982022322043,0.083016860173034
1704,0.23370750993397216,0.08673301776129626,165.85,29663.0,-0.001883564924457957,-1.8816226362064398e-17,0.15589984325564837,39529.0,0.0,0.3108945427901524,0,0.15067117406851002,0.08303633586546214
1705,0.23138400571363202,0.08673301776129626,165.94,29663.0,-0.0018571083834440915,-6.2639809339467065e-18,0.153500107070579,39529.0,0.0,0.3060364210072244,0,0.14832578174306849,0.08305822397056353
1706,0.22913920996314513,0.08673301776129626,166.03,29663.0,-0.001830096668875856,-5.786939431147015e-17,0.15117648726820035,39529.0,0.0,0.30133216102946636,0,0.14605697703057197,0.08308223293257316
1707,0.22696830500093274,0.08673301776129626,166.12,29663.0,-0.0018026737329948938,-1.718356513277222e-17,0.14892470347907855,39529.0,0.0,0.2967731255160908,0,0.14386020443767547,0.08310810056325726
1708,0.2248669281279695,0.08673301776129626,166.21,29663.0,-0.0017749648904179832,-7.801527375666341e-18,0.14674085535239192,39529.0,0.0,0.2923514429344228,0,0.14173133737702806,0.08313559075094143
1709,0.22283110571462686,0.08673301776129626,166.3,29663.0,-0.0017470793360250855,-3.740457625091502e-17,0.14462136896446728,39529.0,0.0,0.2880598996068601,0,0.13966661529524838,0.08316449041937848
1710,0.2208572096961266,0.08673301776129626,166.39,29663.0,-0.0017191120826641642,-1.7124744190376665e-17,0.14256296195764562,39529.0,0.0,0.28389186950607975,0,0.13766260248674386,0.08319460720938274
1711,0.2189418995649245,0.08673301776129626,166.48,29663.0,-0.0016911459427556793,-4.665346472881793e-18,0.14056259499863513,39529.0,0.0,0.27984121645669796,0,0.13571613255434783,0.08322576701057666
1712,0.21708212523956205,0.08673301776129626,166.57,29663.0,-0.0016632524370925174,1.7088315286126847e-17,0.138617476766967,39529.0,0.0,0.27590230424939016,0,0.13382431226468758,0.08325781297487447
1713,0.21527505216502232,0.08673301776129626,166.66,29663.0,-0.0016354937826670109,1.8622749047914016e-17,0.13672499952694359,39529.0,0.0,0.2720698668030173,0,0.13198444924050795,0.08329060292451437
1714,0.21351807044285992,0.08673301776129626,166.75,29663.0,-0.0016079235045240055,2.4805615811575354e-17,0.13488274887349105,39529.0,0.0,0.26833902785074304,0,0.13019406179486073,0.08332400864799919
1715,0.21180876149514183,0.08673301776129626,166.84,29663.0,-0.001580587601277017,6.195387694449232e-18,0.13308847559244089,39529.0,0.0,0.2647052442481213,0,0.12845084709485016,0.08335791440029167
