time_h,time_fbm,moisture_sim,moisture_phys,load,strain_total,strain_elastic,strain_viscoelastic,strain_hygro,strain_mechanosorption
17.0012,170.012,0.1489532221772866,0.09638485443950152,2.0,0.023980286750640595,0.004287216853674576,0.005688460635472833,0.002982043507989277,0.011022565753503907
17.0034,170.034,0.1510859424388263,0.09661945366827089,2.0,0.024024509630304995,0.004290940096902578,0.005685891969850674,0.003024740567625302,0.01102293699592644
17.0056,170.056,0.1532186627003688,0.09685405289704058,2.0,0.024068792093247235,0.004294663340130585,0.005683382974592064,0.0030674376272613844,0.0110233081512632
17.0078,170.078,0.1553513829619085,0.09708865212580994,2.0,0.024113133459643415,0.004298386583358587,0.005680932969852804,0.0031101346868974093,0.011023679219534618
17.01,170.1,0.1574841032234482,0.09732325135457931,2.0,0.02415753306317888,0.004302109826586588,0.00567854128929773,0.003152831746533434,0.011024050200761125
17.012200000000004,170.122,0.1597043671137888,0.09756748038251677,2.0,0.024203912317606047,0.004305985901026899,0.005676208669439239,0.003197281429618051,0.011024436317521858
17.014400000000002,170.144,0.1620139612375938,0.09782153573613532,2.0,0.024252312549576494,0.004310017925683842,0.005673937250647071,0.003243519503976628,0.01102483786926895
17.0166,170.166,0.1643235553613988,0.09807559108975387,2.0,0.02430077460348352,0.004314049950340785,0.005671727755798151,0.0032897575783352047,0.011025239319009379
17.0188,170.188,0.1666331494852038,0.09832964644337241,2.0,0.024349297784287956,0.004318081974997727,0.005669579489827388,0.0033359956526937793,0.011025640666769063
17.021,170.21,0.1689427436090118,0.0985837017969913,2.0,0.02439788141072239,0.004322113999654676,0.005667491771441376,0.0033822337270524166,0.01102604191257392
17.0232,170.232,0.1713067293071667,0.09884374022378833,2.0,0.02444771899880648,0.004326240979596899,0.005665464796210356,0.0034295607207294764,0.011026452502269747
17.0254,170.254,0.173738704473259,0.09911125749205849,2.0,0.02449911014184175,0.004330486653645723,0.005663499835309031,0.0034782488635546438,0.011026874789332354
