candidate_index,run_id_kv,J_w_kv,m_Weibull_kv,lambda_Weibull_kv,decay_kv,failure_limit_kv,wet_scale_kv,reverse_scale_kv,J_eff_kv,kv_score,broken_kv,run_id_ms,J_w_ms,m_Weibull_ms,lambda_Weibull_ms,decay_ms,failure_limit_ms,wet_scale_ms,reverse_scale_ms,ms_score,broken_ms,error,run_id,mse_plain
343,cand_00343,0.0068778863630769,1.2837986688420395,0.0585009208036951,13.143678493512995,0.6347335033808241,0.5259336957969549,0.9153231771788234,0.0095529317969341,3.104459974153838e-05,0,cand_00343,0.0068778863630769,1.2837986688420395,0.0585009208036951,13.143678493512995,0.6347335033808241,0.5259336957969549,0.9153231771788234,0.0147570380554463,0,,cand_00343,2.9607907545558015e-05
922,cand_00922,0.0068733569925109,1.2811007779786696,0.0475105469746468,20.22173347671936,0.27405645579739,0.6394381202785306,0.619617646508443,0.0095564099470545,3.525852771959424e-05,0,cand_00922,0.0068733569925109,1.2811007779786696,0.0475105469746468,20.22173347671936,0.27405645579739,0.6394381202785306,0.619617646508443,0.0164744388600526,0,,cand_00922,3.3525228733491656e-05
514,cand_00514,0.0077288693593058,1.2830668046760771,0.0728755221863048,3.413368359181985,0.6245842478184109,0.6539555248667559,0.7835136291836239,0.0094414325540603,3.800715483533749e-05,0,cand_00514,0.0077288693593058,1.2830668046760771,0.0728755221863048,3.413368359181985,0.6245842478184109,0.6539555248667559,0.7835136291836239,0.0308376278554467,0,,cand_00514,6.3118878787013e-05
997,cand_00997,0.0070462773878034,1.4182971358727925,0.0593699709760345,4.637369937891145,0.638204784882924,0.5288326585131341,0.8172420483877427,0.0094402926306764,3.9501052094658685e-05,0,cand_00997,0.0070462773878034,1.4182971358727925,0.0593699709760345,4.637369937891145,0.638204784882924,0.5288326585131341,0.8172420483877427,0.0173520277597992,0,,cand_00997,3.566846319246266e-05
1058,cand_01058,0.0072664029641951,1.2189175910495014,0.0622511896889946,28.396554742739067,0.5562030889512495,0.6106343021160913,0.9169497574903818,0.0094398827899456,4.004519606337236e-05,0,cand_01058,0.0072664029641951,1.2189175910495014,0.0622511896889946,28.396554742739067,0.5562030889512495,0.6106343021160913,0.9169497574903818,0.0241788930856785,0,,cand_01058,4.8815854014608935e-05
715,cand_00715,0.0067312959324345,1.2405242365675375,0.0609535847831361,20.46252466961388,0.5175679212319458,0.5011616768619338,0.7336374297865681,0.0094397365888458,4.0240207467449336e-05,0,cand_00715,0.0067312959324345,1.2405242365675375,0.0609535847831361,20.46252466961388,0.5175679212319458,0.5011616768619338,0.7336374297865681,0.015527719963856,0,,cand_00715,3.1479483511368037e-05
1933,cand_01933,0.0085445045611011,1.2656731317858454,0.1120824762831506,13.62499514895578,0.558529400728383,0.6384691668489034,0.7397175015077073,0.0095612128671701,4.151817293280097e-05,0,cand_01933,0.0085445045611011,1.2656731317858454,0.1120824762831506,13.62499514895578,0.558529400728383,0.6384691668489034,0.7397175015077073,0.0365684389928301,0,,cand_01933,7.446133416636692e-05
727,cand_00727,0.007733807913336,1.307097451377786,0.0754645804820487,34.09895624084755,0.6987504724879192,0.5739655850567579,0.8959925052394109,0.0094369851829775,4.399852813705149e-05,0,cand_00727,0.007733807913336,1.307097451377786,0.0754645804820487,34.09895624084755,0.6987504724879192,0.5739655850567579,0.8959925052394109,0.0296202240400004,0,,cand_00727,6.0018605592371965e-05
540,cand_00540,0.0073075734706508,1.130467791570075,0.0753194795765348,25.476811217580803,0.5335363086371068,0.5636839130031266,0.6435631479161694,0.0094352545497538,4.64484579232214e-05,0,cand_00540,0.0073075734706508,1.130467791570075,0.0753194795765348,25.476811217580803,0.5335363086371068,0.5636839130031266,0.6435631479161694,0.0273467308444823,0,,cand_00540,5.5545128812953906e-05
468,cand_00468,0.0077121652960757,1.2221529319160829,0.0728921688864539,31.32385549917661,0.737145910184063,0.6415435590581544,0.8617552950896844,0.0094335756859599,4.888852626800785e-05,0,cand_00468,0.0077121652960757,1.2221529319160829,0.0728921688864539,31.32385549917661,0.737145910184063,0.6415435590581544,0.8617552950896844,0.0297124042774845,0,,cand_00468,6.033082408295014e-05
